User:
anma2640
Hostname:
bnode0304
CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                28
On-line CPU(s) list:   0-27
Thread(s) per core:    1
Core(s) per socket:    14
Socket(s):             2
NUMA node(s):          2
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 79
Model name:            Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
Stepping:              1
CPU MHz:               2899.968
Computation started at:
Fri Dec 24 08:33:19 MST 2021
git commit: 159ecb412ce6fbd924c19fe68b4b032c9ab3a96f, branch: dqmc, compiled at: Fri Dec 10 18:21:03 MST 2021

nproc used: 56 (NB: stochasticIter below is per proc)

**************************************************************
Input file  :
**************************************************************
{
    "system": {
        "integrals": "FCIDUMP_chol",
        "numAct": "18"
    },
    "wavefunction": {
        "right": "uhf",
        "left": "multislater",
        "determinants": "dets_0.bin",
        "ndets": "100"
    },
    "sampling": {
        "seed": "703964",
        "phaseless": "true",
        "dt": "0.005000",
        "nsteps": "50",
        "nwalk": "25",
        "choleskyThreshold": "2.0e-3",
        "orthoSteps": "20",
        "stochasticIter": "1000"
    }
}

Number of orbitals:  76, nalpha:  13, nbeta:  8
Rankwise number of excitations  1 14 76  9  0  0  0  0  0  0
Number of determinants 100

Initial state energy:  (-119.32126,-0)
Number of Cholesky vectors: 479
Using truncated Cholesky with 287 vectors for energy calculations
Initial state energy with truncated Cholesky:  (-119.3193,-0)

Using ROHF RDM for background subtraction

  block     propTime         eshift            weight             energy          cumulative_energy          walltime
   182     4.550e+01       -1.19705e+02     1.38995e+03      -1.198502257e+02        -1.198497938e+02        1.87e+03 
   183     4.575e+01       -1.19711e+02     1.39038e+03      -1.198429158e+02        -1.198497461e+02        1.88e+03 
   184     4.600e+01       -1.19673e+02     1.38780e+03      -1.198629690e+02        -1.198498371e+02        1.89e+03 
   185     4.625e+01       -1.19713e+02     1.39045e+03      -1.198461028e+02        -1.198498115e+02        1.90e+03 
   186     4.650e+01       -1.19718e+02     1.39082e+03      -1.198489518e+02        -1.198498056e+02        1.92e+03 
   187     4.675e+01       -1.19719e+02     1.39089e+03      -1.198698633e+02        -1.198499412e+02        1.93e+03 
   188     4.700e+01       -1.19709e+02     1.39004e+03      -1.198472012e+02        -1.198499228e+02        1.94e+03 
   189     4.725e+01       -1.19689e+02     1.38873e+03      -1.198448091e+02        -1.198498887e+02        1.95e+03 
   190     4.750e+01       -1.19710e+02     1.39018e+03      -1.198507585e+02        -1.198498945e+02        1.96e+03 
   191     4.775e+01       -1.19706e+02     1.38994e+03      -1.198537642e+02        -1.198499199e+02        1.97e+03 
   192     4.800e+01       -1.19728e+02     1.39145e+03      -1.198517758e+02        -1.198499321e+02        1.98e+03 
   193     4.825e+01       -1.19687e+02     1.38857e+03      -1.198392564e+02        -1.198498629e+02        1.99e+03 
   194     4.850e+01       -1.19710e+02     1.39026e+03      -1.198536192e+02        -1.198498871e+02        2.00e+03 
   195     4.875e+01       -1.19663e+02     1.38698e+03      -1.198398424e+02        -1.198498229e+02        2.01e+03 
   196     4.900e+01       -1.19698e+02     1.38948e+03      -1.198492162e+02        -1.198498190e+02        2.02e+03 
   197     4.925e+01       -1.19708e+02     1.39019e+03      -1.198592460e+02        -1.198498787e+02        2.03e+03 
   198     4.950e+01       -1.19680e+02     1.38817e+03      -1.198473969e+02        -1.198498631e+02        2.04e+03 
   199     4.975e+01       -1.19729e+02     1.39155e+03      -1.198439167e+02        -1.198498259e+02        2.05e+03 
   200     5.000e+01       -1.19702e+02     1.38972e+03      -1.198514940e+02        -1.198498362e+02        2.06e+03 
   201     5.025e+01       -1.19670e+02     1.38751e+03      -1.198466645e+02        -1.198498167e+02        2.07e+03 
   202     5.050e+01       -1.19710e+02     1.39033e+03      -1.198689039e+02        -1.198499338e+02        2.08e+03 
   203     5.075e+01       -1.19724e+02     1.39111e+03      -1.198591487e+02        -1.198499900e+02        2.09e+03 
   204     5.100e+01       -1.19709e+02     1.39005e+03      -1.198564485e+02        -1.198500291e+02        2.10e+03 
   205     5.125e+01       -1.19711e+02     1.39012e+03      -1.198628859e+02        -1.198501065e+02        2.11e+03 
   206     5.150e+01       -1.19712e+02     1.39016e+03      -1.198597835e+02        -1.198501645e+02        2.12e+03 
   207     5.175e+01       -1.19696e+02     1.38895e+03      -1.198618838e+02        -1.198502341e+02        2.13e+03 
   208     5.200e+01       -1.19729e+02     1.39119e+03      -1.198462359e+02        -1.198502105e+02        2.14e+03 
   209     5.225e+01       -1.19728e+02     1.39122e+03      -1.198469940e+02        -1.198501915e+02        2.15e+03 
   210     5.250e+01       -1.19734e+02     1.39167e+03      -1.198369353e+02        -1.198501140e+02        2.16e+03 
   211     5.275e+01       -1.19668e+02     1.38720e+03      -1.198560453e+02        -1.198501484e+02        2.17e+03 
   212     5.300e+01       -1.19652e+02     1.38606e+03      -1.198450706e+02        -1.198501191e+02        2.18e+03 
   213     5.325e+01       -1.19716e+02     1.39055e+03      -1.198568253e+02        -1.198501576e+02        2.19e+03 
   214     5.350e+01       -1.19724e+02     1.39107e+03      -1.198527128e+02        -1.198501722e+02        2.20e+03 
   215     5.375e+01       -1.19698e+02     1.38927e+03      -1.198497585e+02        -1.198501699e+02        2.21e+03 
   216     5.400e+01       -1.19719e+02     1.39071e+03      -1.198377927e+02        -1.198501000e+02        2.22e+03 
   217     5.425e+01       -1.19713e+02     1.39040e+03      -1.198397666e+02        -1.198500419e+02        2.23e+03 
   218     5.450e+01       -1.19694e+02     1.38919e+03      -1.198493992e+02        -1.198500383e+02        2.24e+03 
   219     5.475e+01       -1.19696e+02     1.38928e+03      -1.198642273e+02        -1.198501171e+02        2.25e+03 
   220     5.500e+01       -1.19723e+02     1.39105e+03      -1.198567341e+02        -1.198501537e+02        2.26e+03 
   221     5.525e+01       -1.19710e+02     1.39012e+03      -1.198497279e+02        -1.198501513e+02        2.27e+03 
   222     5.550e+01       -1.19708e+02     1.38999e+03      -1.198470278e+02        -1.198501343e+02        2.28e+03 
   223     5.575e+01       -1.19698e+02     1.38934e+03      -1.198543670e+02        -1.198501572e+02        2.29e+03 
   224     5.600e+01       -1.19724e+02     1.39113e+03      -1.198560196e+02        -1.198501889e+02        2.30e+03 
   225     5.625e+01       -1.19675e+02     1.38772e+03      -1.198585266e+02        -1.198502337e+02        2.31e+03 
   226     5.650e+01       -1.19731e+02     1.39153e+03      -1.198488161e+02        -1.198502261e+02        2.32e+03 
   227     5.675e+01       -1.19722e+02     1.39092e+03      -1.198396043e+02        -1.198501696e+02        2.33e+03 
   228     5.700e+01       -1.19701e+02     1.38959e+03      -1.198477414e+02        -1.198501567e+02        2.34e+03 
   229     5.725e+01       -1.19716e+02     1.39060e+03      -1.198514017e+02        -1.198501633e+02        2.35e+03 
   230     5.750e+01       -1.19703e+02     1.38969e+03      -1.198546190e+02        -1.198501866e+02        2.36e+03 
   231     5.775e+01       -1.19678e+02     1.38795e+03      -1.198409083e+02        -1.198501384e+02        2.37e+03 
   232     5.800e+01       -1.19676e+02     1.38785e+03      -1.198314543e+02        -1.198500418e+02        2.39e+03 
   233     5.825e+01       -1.19658e+02     1.38674e+03      -1.198510944e+02        -1.198500472e+02        2.40e+03 
   234     5.850e+01       -1.19705e+02     1.39001e+03      -1.198483946e+02        -1.198500387e+02        2.41e+03 
   235     5.875e+01       -1.19715e+02     1.39072e+03      -1.198586591e+02        -1.198500827e+02        2.42e+03 
   236     5.900e+01       -1.19709e+02     1.39019e+03      -1.198584894e+02        -1.198501253e+02        2.43e+03 
   237     5.925e+01       -1.19714e+02     1.39052e+03      -1.198609486e+02        -1.198501800e+02        2.44e+03 
   238     5.950e+01       -1.19698e+02     1.38933e+03      -1.198486601e+02        -1.198501724e+02        2.45e+03 
   239     5.975e+01       -1.19695e+02     1.38914e+03      -1.198568823e+02        -1.198502059e+02        2.46e+03 
   240     6.000e+01       -1.19730e+02     1.39147e+03      -1.198480535e+02        -1.198501952e+02        2.47e+03 
   241     6.025e+01       -1.19717e+02     1.39063e+03      -1.198579109e+02        -1.198502334e+02        2.48e+03 
   242     6.050e+01       -1.19721e+02     1.39088e+03      -1.198646471e+02        -1.198503044e+02        2.49e+03 
   243     6.075e+01       -1.19682e+02     1.38803e+03      -1.198350452e+02        -1.198502297e+02        2.50e+03 
   244     6.100e+01       -1.19714e+02     1.39038e+03      -1.198398740e+02        -1.198501792e+02        2.51e+03 
   245     6.125e+01       -1.19693e+02     1.38901e+03      -1.198609456e+02        -1.198502314e+02        2.52e+03 
   246     6.150e+01       -1.19678e+02     1.38794e+03      -1.198466664e+02        -1.198502142e+02        2.53e+03 
   247     6.175e+01       -1.19695e+02     1.38910e+03      -1.198499590e+02        -1.198502130e+02        2.54e+03 
   248     6.200e+01       -1.19721e+02     1.39092e+03      -1.198366955e+02        -1.198501483e+02        2.55e+03 
   249     6.225e+01       -1.19707e+02     1.39006e+03      -1.198506284e+02        -1.198501506e+02        2.56e+03 
   250     6.250e+01       -1.19688e+02     1.38871e+03      -1.198522306e+02        -1.198501604e+02        2.57e+03 
   251     6.275e+01       -1.19711e+02     1.39029e+03      -1.198407369e+02        -1.198501160e+02        2.58e+03 
   252     6.300e+01       -1.19686e+02     1.38866e+03      -1.198485513e+02        -1.198501087e+02        2.59e+03 
   253     6.325e+01       -1.19746e+02     1.39280e+03      -1.198750163e+02        -1.198502252e+02        2.60e+03 
   254     6.350e+01       -1.19718e+02     1.39071e+03      -1.198452771e+02        -1.198502022e+02        2.61e+03 
   255     6.375e+01       -1.19730e+02     1.39159e+03      -1.198562748e+02        -1.198502304e+02        2.62e+03 
   256     6.400e+01       -1.19719e+02     1.39075e+03      -1.198538044e+02        -1.198502468e+02        2.63e+03 
   257     6.425e+01       -1.19700e+02     1.38943e+03      -1.198483438e+02        -1.198502381e+02        2.64e+03 
   258     6.450e+01       -1.19690e+02     1.38878e+03      -1.198650342e+02        -1.198503056e+02        2.65e+03 
   259     6.475e+01       -1.19666e+02     1.38698e+03      -1.198609085e+02        -1.198503537e+02        2.66e+03 
   260     6.500e+01       -1.19708e+02     1.38984e+03      -1.198711507e+02        -1.198504477e+02        2.67e+03 
   261     6.525e+01       -1.19720e+02     1.39058e+03      -1.198464454e+02        -1.198504297e+02        2.69e+03 
   262     6.550e+01       -1.19690e+02     1.38852e+03      -1.198394463e+02        -1.198503805e+02        2.70e+03 
   263     6.575e+01       -1.19650e+02     1.38585e+03      -1.198411719e+02        -1.198503395e+02        2.71e+03 
   264     6.600e+01       -1.19712e+02     1.39022e+03      -1.198440732e+02        -1.198503117e+02        2.72e+03 
   265     6.625e+01       -1.19694e+02     1.38909e+03      -1.198430740e+02        -1.198502797e+02        2.73e+03 
   266     6.650e+01       -1.19721e+02     1.39099e+03      -1.198520089e+02        -1.198502873e+02        2.74e+03 
   267     6.675e+01       -1.19675e+02     1.38780e+03      -1.198485175e+02        -1.198502796e+02        2.75e+03 
   268     6.700e+01       -1.19694e+02     1.38913e+03      -1.198442596e+02        -1.198502533e+02        2.76e+03 
   269     6.725e+01       -1.19678e+02     1.38802e+03      -1.198325457e+02        -1.198501765e+02        2.77e+03 
   270     6.750e+01       -1.19704e+02     1.38995e+03      -1.198484242e+02        -1.198501689e+02        2.78e+03 
   271     6.775e+01       -1.19705e+02     1.39006e+03      -1.198611371e+02        -1.198502161e+02        2.79e+03 
   272     6.800e+01       -1.19721e+02     1.39103e+03      -1.198337087e+02        -1.198501453e+02        2.80e+03 
   273     6.825e+01       -1.19743e+02     1.39269e+03      -1.198525589e+02        -1.198501556e+02        2.81e+03 
   274     6.850e+01       -1.19718e+02     1.39091e+03      -1.198465375e+02        -1.198501402e+02        2.82e+03 
   275     6.875e+01       -1.19722e+02     1.39124e+03      -1.198457015e+02        -1.198501214e+02        2.83e+03 
   276     6.900e+01       -1.19691e+02     1.38905e+03      -1.198723340e+02        -1.198502150e+02        2.84e+03 
   277     6.925e+01       -1.19684e+02     1.38840e+03      -1.198516849e+02        -1.198502212e+02        2.85e+03 
   278     6.950e+01       -1.19689e+02     1.38877e+03      -1.198389267e+02        -1.198501740e+02        2.86e+03 
   279     6.975e+01       -1.19685e+02     1.38858e+03      -1.198458243e+02        -1.198501559e+02        2.87e+03 
   280     7.000e+01       -1.19688e+02     1.38875e+03      -1.198585768e+02        -1.198501908e+02        2.88e+03 
   281     7.025e+01       -1.19708e+02     1.39008e+03      -1.198699128e+02        -1.198502722e+02        2.89e+03 
   282     7.050e+01       -1.19718e+02     1.39068e+03      -1.198557496e+02        -1.198502948e+02        2.90e+03 
   283     7.075e+01       -1.19682e+02     1.38812e+03      -1.198503555e+02        -1.198502950e+02        2.92e+03 
   284     7.100e+01       -1.19659e+02     1.38653e+03      -1.198577395e+02        -1.198503253e+02        2.93e+03 
   285     7.125e+01       -1.19667e+02     1.38703e+03      -1.198437926e+02        -1.198502988e+02        2.94e+03 
   286     7.150e+01       -1.19689e+02     1.38863e+03      -1.198444394e+02        -1.198502752e+02        2.95e+03 
   287     7.175e+01       -1.19691e+02     1.38883e+03      -1.198582026e+02        -1.198503071e+02        2.96e+03 
   288     7.200e+01       -1.19677e+02     1.38782e+03      -1.198261088e+02        -1.198502101e+02        2.97e+03 
   289     7.225e+01       -1.19661e+02     1.38687e+03      -1.198524076e+02        -1.198502188e+02        2.98e+03 
   290     7.250e+01       -1.19687e+02     1.38867e+03      -1.198457019e+02        -1.198502009e+02        2.99e+03 
   291     7.275e+01       -1.19683e+02     1.38845e+03      -1.198500132e+02        -1.198502001e+02        3.00e+03 
   292     7.300e+01       -1.19675e+02     1.38786e+03      -1.198426646e+02        -1.198501704e+02        3.01e+03 
   293     7.325e+01       -1.19692e+02     1.38907e+03      -1.198578356e+02        -1.198502005e+02        3.02e+03 
   294     7.350e+01       -1.19713e+02     1.39045e+03      -1.198564894e+02        -1.198502252e+02        3.03e+03 
   295     7.375e+01       -1.19685e+02     1.38851e+03      -1.198504859e+02        -1.198502262e+02        3.04e+03 
   296     7.400e+01       -1.19708e+02     1.39007e+03      -1.198539847e+02        -1.198502409e+02        3.05e+03 
   297     7.425e+01       -1.19689e+02     1.38870e+03      -1.198490925e+02        -1.198502364e+02        3.06e+03 
   298     7.450e+01       -1.19690e+02     1.38885e+03      -1.198630457e+02        -1.198502858e+02        3.07e+03 
   299     7.475e+01       -1.19698e+02     1.38930e+03      -1.198546873e+02        -1.198503027e+02        3.09e+03 
   300     7.500e+01       -1.19701e+02     1.38947e+03      -1.198375983e+02        -1.198502541e+02        3.10e+03 
   301     7.525e+01       -1.19725e+02     1.39125e+03      -1.198754793e+02        -1.198503504e+02        3.11e+03 
   302     7.550e+01       -1.19708e+02     1.38987e+03      -1.198607510e+02        -1.198503900e+02        3.12e+03 
   303     7.575e+01       -1.19681e+02     1.38796e+03      -1.198427922e+02        -1.198503612e+02        3.13e+03 
   304     7.600e+01       -1.19717e+02     1.39050e+03      -1.198268161e+02        -1.198502724e+02        3.14e+03 
   305     7.625e+01       -1.19685e+02     1.38846e+03      -1.198466663e+02        -1.198502588e+02        3.15e+03 
   306     7.650e+01       -1.19699e+02     1.38950e+03      -1.198444567e+02        -1.198502371e+02        3.16e+03 
   307     7.675e+01       -1.19734e+02     1.39197e+03      -1.198465841e+02        -1.198502235e+02        3.17e+03 
   308     7.700e+01       -1.19712e+02     1.39048e+03      -1.198356425e+02        -1.198501692e+02        3.18e+03 
   309     7.725e+01       -1.19688e+02     1.38890e+03      -1.198519944e+02        -1.198501760e+02        3.19e+03 
   310     7.750e+01       -1.19698e+02     1.38951e+03      -1.198458621e+02        -1.198501601e+02        3.20e+03 
   311     7.775e+01       -1.19713e+02     1.39060e+03      -1.198678536e+02        -1.198502252e+02        3.21e+03 
   312     7.800e+01       -1.19704e+02     1.38984e+03      -1.198439652e+02        -1.198502022e+02        3.22e+03 
   313     7.825e+01       -1.19707e+02     1.39006e+03      -1.198551590e+02        -1.198502203e+02        3.23e+03 
   314     7.850e+01       -1.19715e+02     1.39062e+03      -1.198601494e+02        -1.198502564e+02        3.25e+03 
   315     7.875e+01       -1.19704e+02     1.38976e+03      -1.198574079e+02        -1.198502823e+02        3.26e+03 
   316     7.900e+01       -1.19679e+02     1.38801e+03      -1.198566698e+02        -1.198503054e+02        3.27e+03 
   317     7.925e+01       -1.19723e+02     1.39101e+03      -1.198551385e+02        -1.198503228e+02        3.28e+03 
   318     7.950e+01       -1.19715e+02     1.39039e+03      -1.198592768e+02        -1.198503549e+02        3.29e+03 
   319     7.975e+01       -1.19695e+02     1.38896e+03      -1.198585264e+02        -1.198503840e+02        3.30e+03 
   320     8.000e+01       -1.19687e+02     1.38836e+03      -1.198601081e+02        -1.198504186e+02        3.31e+03 
   321     8.025e+01       -1.19714e+02     1.39019e+03      -1.198578068e+02        -1.198504448e+02        3.32e+03 
   322     8.050e+01       -1.19714e+02     1.39021e+03      -1.198444517e+02        -1.198504236e+02        3.33e+03 
   323     8.075e+01       -1.19726e+02     1.39109e+03      -1.198485762e+02        -1.198504171e+02        3.34e+03 
   324     8.100e+01       -1.19694e+02     1.38892e+03      -1.198413142e+02        -1.198503852e+02        3.35e+03 
   325     8.125e+01       -1.19695e+02     1.38908e+03      -1.198434534e+02        -1.198503610e+02        3.36e+03 
   326     8.150e+01       -1.19672e+02     1.38752e+03      -1.198291042e+02        -1.198502870e+02        3.37e+03 
   327     8.175e+01       -1.19728e+02     1.39158e+03      -1.198389766e+02        -1.198502477e+02        3.38e+03 
   328     8.200e+01       -1.19717e+02     1.39088e+03      -1.198564353e+02        -1.198502691e+02        3.39e+03 
   329     8.225e+01       -1.19700e+02     1.38963e+03      -1.198590109e+02        -1.198502993e+02        3.41e+03 
   330     8.250e+01       -1.19698e+02     1.38943e+03      -1.198346560e+02        -1.198502455e+02        3.42e+03 
   331     8.275e+01       -1.19676e+02     1.38800e+03      -1.198498750e+02        -1.198502443e+02        3.43e+03 
   332     8.300e+01       -1.19705e+02     1.38998e+03      -1.198546406e+02        -1.198502593e+02        3.44e+03 
   333     8.325e+01       -1.19712e+02     1.39046e+03      -1.198519187e+02        -1.198502649e+02        3.45e+03 
   334     8.350e+01       -1.19707e+02     1.39009e+03      -1.198487571e+02        -1.198502598e+02        3.46e+03 
   335     8.375e+01       -1.19668e+02     1.38738e+03      -1.198536854e+02        -1.198502714e+02        3.47e+03 
   336     8.400e+01       -1.19716e+02     1.39069e+03      -1.198493436e+02        -1.198502682e+02        3.48e+03 
   337     8.425e+01       -1.19695e+02     1.38919e+03      -1.198499573e+02        -1.198502672e+02        3.49e+03 
   338     8.450e+01       -1.19722e+02     1.39107e+03      -1.198406643e+02        -1.198502351e+02        3.50e+03 
   339     8.475e+01       -1.19710e+02     1.39035e+03      -1.198409916e+02        -1.198502042e+02        3.51e+03 
   340     8.500e+01       -1.19742e+02     1.39262e+03      -1.198542101e+02        -1.198502176e+02        3.52e+03 
   341     8.525e+01       -1.19739e+02     1.39232e+03      -1.198578570e+02        -1.198502429e+02        3.53e+03 
   342     8.550e+01       -1.19699e+02     1.38949e+03      -1.198665358e+02        -1.198502967e+02        3.54e+03 
   343     8.575e+01       -1.19710e+02     1.39016e+03      -1.198578024e+02        -1.198503213e+02        3.55e+03 
   344     8.600e+01       -1.19697e+02     1.38918e+03      -1.198538980e+02        -1.198503331e+02        3.57e+03 
   345     8.625e+01       -1.19669e+02     1.38724e+03      -1.198416444e+02        -1.198503047e+02        3.58e+03 
   346     8.650e+01       -1.19713e+02     1.39039e+03      -1.198508183e+02        -1.198503064e+02        3.59e+03 
   347     8.675e+01       -1.19694e+02     1.38907e+03      -1.198516943e+02        -1.198503109e+02        3.60e+03 
   348     8.700e+01       -1.19703e+02     1.38970e+03      -1.198500237e+02        -1.198503100e+02        3.61e+03 
   349     8.725e+01       -1.19704e+02     1.38972e+03      -1.198528846e+02        -1.198503183e+02        3.62e+03 
   350     8.750e+01       -1.19685e+02     1.38844e+03      -1.198333050e+02        -1.198502636e+02        3.63e+03 
   351     8.775e+01       -1.19716e+02     1.39072e+03      -1.198441179e+02        -1.198502439e+02        3.64e+03 
   352     8.800e+01       -1.19718e+02     1.39087e+03      -1.198565784e+02        -1.198502642e+02        3.65e+03 
   353     8.825e+01       -1.19697e+02     1.38936e+03      -1.198509452e+02        -1.198502664e+02        3.66e+03 
   354     8.850e+01       -1.19704e+02     1.38986e+03      -1.198448299e+02        -1.198502491e+02        3.67e+03 
   355     8.875e+01       -1.19673e+02     1.38773e+03      -1.198448064e+02        -1.198502319e+02        3.68e+03 
   356     8.900e+01       -1.19670e+02     1.38754e+03      -1.198420746e+02        -1.198502062e+02        3.69e+03 
   357     8.925e+01       -1.19692e+02     1.38908e+03      -1.198511092e+02        -1.198502091e+02        3.70e+03 
   358     8.950e+01       -1.19737e+02     1.39223e+03      -1.198563121e+02        -1.198502282e+02        3.72e+03 
   359     8.975e+01       -1.19696e+02     1.38932e+03      -1.198428553e+02        -1.198502052e+02        3.73e+03 
   360     9.000e+01       -1.19702e+02     1.38979e+03      -1.198522547e+02        -1.198502116e+02        3.74e+03 
   361     9.025e+01       -1.19696e+02     1.38934e+03      -1.198601258e+02        -1.198502423e+02        3.75e+03 
   362     9.050e+01       -1.19702e+02     1.38970e+03      -1.198550004e+02        -1.198502571e+02        3.76e+03 
   363     9.075e+01       -1.19684e+02     1.38837e+03      -1.198429940e+02        -1.198502347e+02        3.77e+03 
   364     9.100e+01       -1.19703e+02     1.38979e+03      -1.198526255e+02        -1.198502420e+02        3.78e+03 
   365     9.125e+01       -1.19712e+02     1.39039e+03      -1.198548693e+02        -1.198502562e+02        3.79e+03 
   366     9.150e+01       -1.19728e+02     1.39142e+03      -1.198729605e+02        -1.198503257e+02        3.80e+03 
   367     9.175e+01       -1.19725e+02     1.39108e+03      -1.198670698e+02        -1.198503768e+02        3.81e+03 
   368     9.200e+01       -1.19695e+02     1.38892e+03      -1.198534014e+02        -1.198503860e+02        3.82e+03 
   369     9.225e+01       -1.19698e+02     1.38913e+03      -1.198379666e+02        -1.198503484e+02        3.83e+03 
   370     9.250e+01       -1.19693e+02     1.38890e+03      -1.198475582e+02        -1.198503400e+02        3.84e+03 
   371     9.275e+01       -1.19676e+02     1.38770e+03      -1.198549248e+02        -1.198503538e+02        3.85e+03 
   372     9.300e+01       -1.19697e+02     1.38914e+03      -1.198528979e+02        -1.198503614e+02        3.86e+03 
   373     9.325e+01       -1.19723e+02     1.39100e+03      -1.198362282e+02        -1.198503190e+02        3.87e+03 
   374     9.350e+01       -1.19708e+02     1.39002e+03      -1.198511984e+02        -1.198503217e+02        3.88e+03 
   375     9.375e+01       -1.19702e+02     1.38962e+03      -1.198548071e+02        -1.198503350e+02        3.90e+03 
   376     9.400e+01       -1.19707e+02     1.38992e+03      -1.198577079e+02        -1.198503569e+02        3.91e+03 
   377     9.425e+01       -1.19688e+02     1.38858e+03      -1.198466900e+02        -1.198503461e+02        3.92e+03 
   378     9.450e+01       -1.19697e+02     1.38927e+03      -1.198420548e+02        -1.198503216e+02        3.93e+03 
   379     9.475e+01       -1.19701e+02     1.38961e+03      -1.198479356e+02        -1.198503146e+02        3.94e+03 
   380     9.500e+01       -1.19685e+02     1.38846e+03      -1.198578087e+02        -1.198503365e+02        3.95e+03 
   381     9.525e+01       -1.19694e+02     1.38905e+03      -1.198603939e+02        -1.198503659e+02        3.96e+03 
   382     9.550e+01       -1.19720e+02     1.39080e+03      -1.198545022e+02        -1.198503780e+02        3.97e+03 
   383     9.575e+01       -1.19695e+02     1.38905e+03      -1.198559027e+02        -1.198503940e+02        3.98e+03 
   384     9.600e+01       -1.19727e+02     1.39122e+03      -1.198484383e+02        -1.198503884e+02        3.99e+03 
   385     9.625e+01       -1.19690e+02     1.38869e+03      -1.198564326e+02        -1.198504058e+02        4.00e+03 
   386     9.650e+01       -1.19697e+02     1.38912e+03      -1.198597068e+02        -1.198504326e+02        4.01e+03 
   387     9.675e+01       -1.19681e+02     1.38798e+03      -1.198420828e+02        -1.198504087e+02        4.02e+03 
   388     9.700e+01       -1.19668e+02     1.38716e+03      -1.198498878e+02        -1.198504072e+02        4.03e+03 
   389     9.725e+01       -1.19645e+02     1.38561e+03      -1.198235663e+02        -1.198503307e+02        4.04e+03 
   390     9.750e+01       -1.19716e+02     1.39071e+03      -1.198462589e+02        -1.198503191e+02        4.05e+03 
   391     9.775e+01       -1.19675e+02     1.38788e+03      -1.198413313e+02        -1.198502936e+02        4.06e+03 
   392     9.800e+01       -1.19702e+02     1.38983e+03      -1.198497670e+02        -1.198502921e+02        4.07e+03 
   393     9.825e+01       -1.19706e+02     1.39010e+03      -1.198503216e+02        -1.198502922e+02        4.09e+03 
   394     9.850e+01       -1.19699e+02     1.38955e+03      -1.198421708e+02        -1.198502693e+02        4.10e+03 
   395     9.875e+01       -1.19712e+02     1.39051e+03      -1.198329222e+02        -1.198502206e+02        4.11e+03 
   396     9.900e+01       -1.19667e+02     1.38751e+03      -1.198356599e+02        -1.198501799e+02        4.12e+03 
   397     9.925e+01       -1.19684e+02     1.38875e+03      -1.198489100e+02        -1.198501763e+02        4.13e+03 
   398     9.950e+01       -1.19656e+02     1.38677e+03      -1.198538255e+02        -1.198501865e+02        4.14e+03 
   399     9.975e+01       -1.19707e+02     1.39026e+03      -1.198421143e+02        -1.198501641e+02        4.15e+03 
   400     1.000e+02       -1.19698e+02     1.38967e+03      -1.198423121e+02        -1.198501423e+02        4.16e+03 
   401     1.002e+02       -1.19736e+02     1.39233e+03      -1.198518917e+02        -1.198501472e+02        4.17e+03 
   402     1.005e+02       -1.19686e+02     1.38882e+03      -1.198428311e+02        -1.198501270e+02        4.18e+03 
   403     1.008e+02       -1.19680e+02     1.38844e+03      -1.198509256e+02        -1.198501292e+02        4.19e+03 
   404     1.010e+02       -1.19694e+02     1.38934e+03      -1.198408997e+02        -1.198501039e+02        4.20e+03 
   405     1.012e+02       -1.19692e+02     1.38930e+03      -1.198364604e+02        -1.198500667e+02        4.21e+03 
   406     1.015e+02       -1.19726e+02     1.39173e+03      -1.198526198e+02        -1.198500736e+02        4.22e+03 
   407     1.018e+02       -1.19714e+02     1.39080e+03      -1.198579862e+02        -1.198500952e+02        4.23e+03 
   408     1.020e+02       -1.19731e+02     1.39194e+03      -1.198746660e+02        -1.198501618e+02        4.24e+03 
   409     1.022e+02       -1.19707e+02     1.39007e+03      -1.198682557e+02        -1.198502107e+02        4.25e+03 
   410     1.025e+02       -1.19710e+02     1.39014e+03      -1.198748645e+02        -1.198502772e+02        4.27e+03 
   411     1.028e+02       -1.19697e+02     1.38906e+03      -1.198572583e+02        -1.198502959e+02        4.28e+03 
   412     1.030e+02       -1.19694e+02     1.38882e+03      -1.198462130e+02        -1.198502850e+02        4.29e+03 
   413     1.032e+02       -1.19733e+02     1.39159e+03      -1.198420818e+02        -1.198502631e+02        4.30e+03 
   414     1.035e+02       -1.19710e+02     1.39007e+03      -1.198495549e+02        -1.198502612e+02        4.31e+03 
   415     1.038e+02       -1.19701e+02     1.38949e+03      -1.198302115e+02        -1.198502079e+02        4.32e+03 
   416     1.040e+02       -1.19690e+02     1.38886e+03      -1.198441784e+02        -1.198501919e+02        4.33e+03 
   417     1.042e+02       -1.19724e+02     1.39126e+03      -1.198344922e+02        -1.198501503e+02        4.34e+03 
   418     1.045e+02       -1.19692e+02     1.38916e+03      -1.198403557e+02        -1.198501245e+02        4.35e+03 
   419     1.048e+02       -1.19679e+02     1.38829e+03      -1.198280223e+02        -1.198500664e+02        4.36e+03 
   420     1.050e+02       -1.19698e+02     1.38975e+03      -1.198408856e+02        -1.198500423e+02        4.37e+03 
   421     1.052e+02       -1.19687e+02     1.38899e+03      -1.198356611e+02        -1.198500047e+02        4.38e+03 
