User:
anma2640
Hostname:
bnode0307
CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                28
On-line CPU(s) list:   0-27
Thread(s) per core:    1
Core(s) per socket:    14
Socket(s):             2
NUMA node(s):          2
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 79
Model name:            Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
Stepping:              1
CPU MHz:               2899.968
Computation started at:
Tue Jan 11 16:14:03 MST 2022
git commit: 907a9246ad6cc900389a686f74cb0f6d9b5ba2c5, branch: dqmc, compiled at: Tue Jan 4 18:32:55 MST 2022

nproc used: 56 (NB: stochasticIter below is per proc)

**************************************************************
Input file  :
**************************************************************
{
    "system": {
        "integrals": "FCIDUMP_chol",
        "numAct": "18"
    },
    "wavefunction": {
        "right": "uhf",
        "left": "multislater",
        "determinants": "dets_0.bin",
        "ndets": "10000"
    },
    "sampling": {
        "seed": "361986",
        "phaseless": "true",
        "dt": "0.005000",
        "nsteps": "50",
        "nwalk": "25",
        "choleskyThreshold": "2.0e-3",
        "orthoSteps": "20",
        "stochasticIter": "500"
    }
}

Number of orbitals:  76, nalpha:  12, nbeta:  8
Rankwise number of excitations    1   40 1164 2894 4086 1525  279   11    0    0
Number of determinants 10000

Initial state energy:  (-102.0875,-0)
Number of Cholesky vectors: 482
Using truncated Cholesky with 289 vectors for energy calculations
Initial state energy with truncated Cholesky:  (-102.08634,-0)

Using ROHF RDM for background subtraction

  block     propTime         eshift            weight             energy          cumulative_energy          walltime
   159     3.975e+01       -1.02237e+02     1.38009e+03      -1.025257868e+02        -1.025254279e+02        9.01e+03 
   160     4.000e+01       -1.02324e+02     1.38610e+03      -1.025277755e+02        -1.025254474e+02        9.07e+03 
   161     4.025e+01       -1.02311e+02     1.38516e+03      -1.025304568e+02        -1.025254884e+02        9.13e+03 
   162     4.050e+01       -1.02287e+02     1.38347e+03      -1.025271337e+02        -1.025255017e+02        9.19e+03 
   163     4.075e+01       -1.02299e+02     1.38424e+03      -1.025314528e+02        -1.025255497e+02        9.24e+03 
   164     4.100e+01       -1.02323e+02     1.38587e+03      -1.025220533e+02        -1.025255217e+02        9.30e+03 
   165     4.125e+01       -1.02295e+02     1.38396e+03      -1.025340068e+02        -1.025255890e+02        9.36e+03 
   166     4.150e+01       -1.02325e+02     1.38598e+03      -1.025298765e+02        -1.025256227e+02        9.42e+03 
   167     4.175e+01       -1.02329e+02     1.38623e+03      -1.025225568e+02        -1.025255988e+02        9.47e+03 
   168     4.200e+01       -1.02316e+02     1.38533e+03      -1.025225766e+02        -1.025255753e+02        9.53e+03 
   169     4.225e+01       -1.02273e+02     1.38243e+03      -1.025267192e+02        -1.025255841e+02        9.59e+03 
   170     4.250e+01       -1.02296e+02     1.38396e+03      -1.025151322e+02        -1.025255044e+02        9.65e+03 
   171     4.275e+01       -1.02278e+02     1.38283e+03      -1.025310211e+02        -1.025255461e+02        9.70e+03 
   172     4.300e+01       -1.02468e+02     1.39599e+03      -1.025334152e+02        -1.025256057e+02        9.76e+03 
   173     4.325e+01       -1.02332e+02     1.38648e+03      -1.025210326e+02        -1.025255716e+02        9.82e+03 
   174     4.350e+01       -1.02292e+02     1.38376e+03      -1.025216170e+02        -1.025255423e+02        9.88e+03 
   175     4.375e+01       -1.02294e+02     1.38392e+03      -1.025304898e+02        -1.025255787e+02        9.93e+03 
   176     4.400e+01       -1.02314e+02     1.38525e+03      -1.025320648e+02        -1.025256260e+02        9.99e+03 
   177     4.425e+01       -1.02345e+02     1.38734e+03      -1.025309866e+02        -1.025256649e+02        1.00e+04 
   178     4.450e+01       -1.02307e+02     1.38471e+03      -1.025257093e+02        -1.025256652e+02        1.01e+04 
   179     4.475e+01       -1.02356e+02     1.38810e+03      -1.025246938e+02        -1.025256583e+02        1.02e+04 
   180     4.500e+01       -1.02308e+02     1.38477e+03      -1.025240714e+02        -1.025256470e+02        1.02e+04 
   181     4.525e+01       -1.02424e+02     1.39288e+03      -1.025292757e+02        -1.025256727e+02        1.03e+04 
   182     4.550e+01       -1.02082e+02     1.36925e+03      -1.025298430e+02        -1.025257015e+02        1.03e+04 
   183     4.575e+01       -1.02284e+02     1.38307e+03      -1.025386922e+02        -1.025257915e+02        1.04e+04 
   184     4.600e+01       -1.02291e+02     1.38350e+03      -1.025289934e+02        -1.025258136e+02        1.04e+04 
   185     4.625e+01       -1.02318e+02     1.38537e+03      -1.025459749e+02        -1.025259516e+02        1.05e+04 
   186     4.650e+01       -1.02302e+02     1.38412e+03      -1.025198521e+02        -1.025259102e+02        1.06e+04 
   187     4.675e+01       -1.02289e+02     1.38329e+03      -1.025171015e+02        -1.025258508e+02        1.06e+04 
   188     4.700e+01       -1.02293e+02     1.38366e+03      -1.025176762e+02        -1.025257960e+02        1.07e+04 
   189     4.725e+01       -1.02271e+02     1.38219e+03      -1.025174570e+02        -1.025257405e+02        1.07e+04 
   190     4.750e+01       -1.02337e+02     1.38686e+03      -1.025187706e+02        -1.025256944e+02        1.08e+04 
   191     4.775e+01       -1.02351e+02     1.38787e+03      -1.025256501e+02        -1.025256941e+02        1.08e+04 
   192     4.800e+01       -1.02264e+02     1.38186e+03      -1.025300502e+02        -1.025257225e+02        1.09e+04 
   193     4.825e+01       -1.02290e+02     1.38358e+03      -1.025196187e+02        -1.025256829e+02        1.10e+04 
   194     4.850e+01       -1.02319e+02     1.38567e+03      -1.025354061e+02        -1.025257456e+02        1.10e+04 
   195     4.875e+01       -1.02283e+02     1.38307e+03      -1.025199093e+02        -1.025257083e+02        1.11e+04 
   196     4.900e+01       -1.02278e+02     1.38276e+03      -1.025249652e+02        -1.025257035e+02        1.11e+04 
   197     4.925e+01       -1.02337e+02     1.38688e+03      -1.025275056e+02        -1.025257150e+02        1.12e+04 
   198     4.950e+01       -1.02261e+02     1.38162e+03      -1.025294731e+02        -1.025257385e+02        1.12e+04 
   199     4.975e+01       -1.02641e+02     1.40805e+03      -1.025155212e+02        -1.025256736e+02        1.13e+04 
   200     5.000e+01       -1.02266e+02     1.38198e+03      -1.025109842e+02        -1.025255826e+02        1.14e+04 
   201     5.025e+01       -1.02289e+02     1.38368e+03      -1.025157637e+02        -1.025255221e+02        1.14e+04 
   202     5.050e+01       -1.02261e+02     1.38182e+03      -1.025107958e+02        -1.025254320e+02        1.15e+04 
   203     5.075e+01       -1.02285e+02     1.38351e+03      -1.025245514e+02        -1.025254267e+02        1.15e+04 
   204     5.100e+01       -1.02313e+02     1.38545e+03      -1.025202919e+02        -1.025253956e+02        1.16e+04 
   205     5.125e+01       -1.02298e+02     1.38443e+03      -1.025228943e+02        -1.025253805e+02        1.17e+04 
   206     5.150e+01       -1.02312e+02     1.38538e+03      -1.025301767e+02        -1.025254092e+02        1.17e+04 
   207     5.175e+01       -1.02294e+02     1.38412e+03      -1.025209468e+02        -1.025253827e+02        1.18e+04 
   208     5.200e+01       -1.02528e+02     1.40038e+03      -1.025711654e+02        -1.025256564e+02        1.18e+04 
   209     5.225e+01       -1.01757e+02     1.34707e+03      -1.025353455e+02        -1.025257119e+02        1.19e+04 
   210     5.250e+01       -1.02202e+02     1.37732e+03      -1.025391807e+02        -1.025257902e+02        1.19e+04 
   211     5.275e+01       -1.02257e+02     1.38109e+03      -1.025182371e+02        -1.025257464e+02        1.20e+04 
   212     5.300e+01       -1.02280e+02     1.38275e+03      -1.025274044e+02        -1.025257560e+02        1.21e+04 
   213     5.325e+01       -1.02282e+02     1.38290e+03      -1.025289386e+02        -1.025257742e+02        1.21e+04 
   214     5.350e+01       -1.02570e+02     1.40294e+03      -1.025335799e+02        -1.025258194e+02        1.22e+04 
   215     5.375e+01       -1.02572e+02     1.40304e+03      -1.025194091e+02        -1.025257825e+02        1.22e+04 
   216     5.400e+01       -1.02360e+02     1.38832e+03      -1.025060008e+02        -1.025256705e+02        1.23e+04 
   217     5.425e+01       -1.02153e+02     1.37419e+03      -1.025116536e+02        -1.025255924e+02        1.23e+04 
   218     5.450e+01       -1.02231e+02     1.37964e+03      -1.025253536e+02        -1.025255911e+02        1.24e+04 
   219     5.475e+01       -1.02426e+02     1.39317e+03      -1.025415624e+02        -1.025256803e+02        1.25e+04 
   220     5.500e+01       -1.02153e+02     1.37416e+03      -1.025322579e+02        -1.025257163e+02        1.25e+04 
   221     5.525e+01       -1.02110e+02     1.37116e+03      -1.025166770e+02        -1.025256672e+02        1.26e+04 
   222     5.550e+01       -1.02301e+02     1.38437e+03      -1.025216712e+02        -1.025256454e+02        1.26e+04 
   223     5.575e+01       -1.02219e+02     1.37875e+03      -1.025140195e+02        -1.025255825e+02        1.27e+04 
   224     5.600e+01       -1.02228e+02     1.37942e+03      -1.025322152e+02        -1.025256182e+02        1.27e+04 
   225     5.625e+01       -1.02279e+02     1.38291e+03      -1.025113980e+02        -1.025255419e+02        1.28e+04 
   226     5.650e+01       -1.02398e+02     1.39122e+03      -1.025044456e+02        -1.025254286e+02        1.29e+04 
   227     5.675e+01       -1.02248e+02     1.38098e+03      -1.025236782e+02        -1.025254193e+02        1.29e+04 
   228     5.700e+01       -1.02320e+02     1.38597e+03      -1.025188645e+02        -1.025253846e+02        1.30e+04 
   229     5.725e+01       -1.02327e+02     1.38646e+03      -1.025343995e+02        -1.025254321e+02        1.30e+04 
   230     5.750e+01       -1.02298e+02     1.38431e+03      -1.025286695e+02        -1.025254490e+02        1.31e+04 
   231     5.775e+01       -1.02146e+02     1.37381e+03      -1.025295123e+02        -1.025254700e+02        1.31e+04 
   232     5.800e+01       -1.02301e+02     1.38445e+03      -1.025230040e+02        -1.025254572e+02        1.32e+04 
   233     5.825e+01       -1.02276e+02     1.38274e+03      -1.025287396e+02        -1.025254741e+02        1.33e+04 
   234     5.850e+01       -1.02319e+02     1.38571e+03      -1.025244236e+02        -1.025254687e+02        1.33e+04 
   235     5.875e+01       -1.02282e+02     1.38313e+03      -1.025123426e+02        -1.025254019e+02        1.34e+04 
   236     5.900e+01       -1.02258e+02     1.38157e+03      -1.025228055e+02        -1.025253887e+02        1.34e+04 
   237     5.925e+01       -1.02282e+02     1.38324e+03      -1.025301566e+02        -1.025254128e+02        1.35e+04 
   238     5.950e+01       -1.02269e+02     1.38224e+03      -1.025211601e+02        -1.025253915e+02        1.35e+04 
   239     5.975e+01       -1.02318e+02     1.38566e+03      -1.025225444e+02        -1.025253772e+02        1.36e+04 
   240     6.000e+01       -1.02304e+02     1.38475e+03      -1.025204634e+02        -1.025253528e+02        1.37e+04 
   241     6.025e+01       -1.02284e+02     1.38337e+03      -1.025182317e+02        -1.025253176e+02        1.37e+04 
   242     6.050e+01       -1.02596e+02     1.40512e+03      -1.025633488e+02        -1.025255076e+02        1.38e+04 
   243     6.075e+01       -1.02220e+02     1.37871e+03      -1.025378844e+02        -1.025255680e+02        1.38e+04 
   244     6.100e+01       -1.02258e+02     1.38124e+03      -1.025392756e+02        -1.025256346e+02        1.39e+04 
   245     6.125e+01       -1.02336e+02     1.38652e+03      -1.025229407e+02        -1.025256216e+02        1.39e+04 
   246     6.150e+01       -1.02315e+02     1.38517e+03      -1.025251442e+02        -1.025256193e+02        1.40e+04 
   247     6.175e+01       -1.02272e+02     1.38222e+03      -1.025168956e+02        -1.025255774e+02        1.41e+04 
   248     6.200e+01       -1.02290e+02     1.38353e+03      -1.025354983e+02        -1.025256248e+02        1.41e+04 
   249     6.225e+01       -1.02236e+02     1.37972e+03      -1.025208899e+02        -1.025256024e+02        1.42e+04 
   250     6.250e+01       -1.02298e+02     1.38408e+03      -1.025173680e+02        -1.025255634e+02        1.42e+04 
   251     6.275e+01       -1.02294e+02     1.38385e+03      -1.025106755e+02        -1.025254932e+02        1.43e+04 
   252     6.300e+01       -1.02294e+02     1.38394e+03      -1.025152144e+02        -1.025254450e+02        1.43e+04 
   253     6.325e+01       -1.02339e+02     1.38714e+03      -1.025287041e+02        -1.025254602e+02        1.44e+04 
   254     6.350e+01       -1.02611e+02     1.40611e+03      -1.025268048e+02        -1.025254666e+02        1.45e+04 
   255     6.375e+01       -1.02296e+02     1.38412e+03      -1.025247535e+02        -1.025254633e+02        1.45e+04 
   256     6.400e+01       -1.02262e+02     1.38175e+03      -1.025150565e+02        -1.025254155e+02        1.46e+04 
   257     6.425e+01       -1.02281e+02     1.38314e+03      -1.025178659e+02        -1.025253809e+02        1.46e+04 
   258     6.450e+01       -1.02304e+02     1.38477e+03      -1.025286325e+02        -1.025253957e+02        1.47e+04 
   259     6.475e+01       -1.02334e+02     1.38676e+03      -1.025257385e+02        -1.025253973e+02        1.47e+04 
   260     6.500e+01       -1.02286e+02     1.38346e+03      -1.025085096e+02        -1.025253210e+02        1.48e+04 
   261     6.525e+01       -1.02281e+02     1.38322e+03      -1.025143359e+02        -1.025252716e+02        1.49e+04 
   262     6.550e+01       -1.02596e+02     1.40523e+03      -1.024865775e+02        -1.025250956e+02        1.49e+04 
   263     6.575e+01       -1.02240e+02     1.38065e+03      -1.025255349e+02        -1.025250975e+02        1.50e+04 
   264     6.600e+01       -1.02276e+02     1.38310e+03      -1.025104993e+02        -1.025250327e+02        1.50e+04 
   265     6.625e+01       -1.02236e+02     1.38043e+03      -1.025266592e+02        -1.025250399e+02        1.51e+04 
   266     6.650e+01       -1.02260e+02     1.38200e+03      -1.025211308e+02        -1.025250227e+02        1.51e+04 
   267     6.675e+01       -1.02266e+02     1.38239e+03      -1.025178093e+02        -1.025249912e+02        1.52e+04 
   268     6.700e+01       -1.02274e+02     1.38298e+03      -1.025275000e+02        -1.025250021e+02        1.53e+04 
   269     6.725e+01       -1.02340e+02     1.38745e+03      -1.025245341e+02        -1.025250001e+02        1.53e+04 
   270     6.750e+01       -1.02317e+02     1.38581e+03      -1.025461375e+02        -1.025250916e+02        1.54e+04 
   271     6.775e+01       -1.02255e+02     1.38135e+03      -1.025185895e+02        -1.025250637e+02        1.54e+04 
   272     6.800e+01       -1.02328e+02     1.38648e+03      -1.025204826e+02        -1.025250440e+02        1.55e+04 
   273     6.825e+01       -1.02282e+02     1.38328e+03      -1.025356833e+02        -1.025250894e+02        1.55e+04 
   274     6.850e+01       -1.02240e+02     1.38029e+03      -1.025246997e+02        -1.025250877e+02        1.56e+04 
   275     6.875e+01       -1.02287e+02     1.38354e+03      -1.025265386e+02        -1.025250939e+02        1.57e+04 
   276     6.900e+01       -1.02277e+02     1.38283e+03      -1.025295536e+02        -1.025251126e+02        1.57e+04 
   277     6.925e+01       -1.02315e+02     1.38539e+03      -1.025208362e+02        -1.025250947e+02        1.58e+04 
   278     6.950e+01       -1.02275e+02     1.38268e+03      -1.025229483e+02        -1.025250857e+02        1.58e+04 
   279     6.975e+01       -1.02337e+02     1.38700e+03      -1.025227588e+02        -1.025250760e+02        1.59e+04 
   280     7.000e+01       -1.02308e+02     1.38494e+03      -1.025149580e+02        -1.025250340e+02        1.59e+04 
   281     7.025e+01       -1.02334e+02     1.38681e+03      -1.025264719e+02        -1.025250400e+02        1.60e+04 
   282     7.050e+01       -1.02294e+02     1.38402e+03      -1.025303154e+02        -1.025250617e+02        1.61e+04 
   283     7.075e+01       -1.02288e+02     1.38355e+03      -1.025283656e+02        -1.025250752e+02        1.61e+04 
   284     7.100e+01       -1.02268e+02     1.38218e+03      -1.025219671e+02        -1.025250625e+02        1.62e+04 
   285     7.125e+01       -1.02250e+02     1.38095e+03      -1.025227938e+02        -1.025250533e+02        1.62e+04 
   286     7.150e+01       -1.02285e+02     1.38335e+03      -1.025280177e+02        -1.025250653e+02        1.63e+04 
   287     7.175e+01       -1.02238e+02     1.38007e+03      -1.025176511e+02        -1.025250355e+02        1.64e+04 
   288     7.200e+01       -1.02284e+02     1.38334e+03      -1.025220937e+02        -1.025250237e+02        1.64e+04 
   289     7.225e+01       -1.02315e+02     1.38550e+03      -1.025284779e+02        -1.025250376e+02        1.65e+04 
   290     7.250e+01       -1.02236e+02     1.37994e+03      -1.025290133e+02        -1.025250533e+02        1.65e+04 
   291     7.275e+01       -1.02343e+02     1.38735e+03      -1.025340796e+02        -1.025250892e+02        1.66e+04 
   292     7.300e+01       -1.02324e+02     1.38598e+03      -1.025296100e+02        -1.025251071e+02        1.66e+04 
   293     7.325e+01       -1.02236e+02     1.37987e+03      -1.025140254e+02        -1.025250636e+02        1.67e+04 
   294     7.350e+01       -1.02219e+02     1.37876e+03      -1.025160172e+02        -1.025250283e+02        1.68e+04 
   295     7.375e+01       -1.02251e+02     1.38102e+03      -1.025259666e+02        -1.025250320e+02        1.68e+04 
   296     7.400e+01       -1.02192e+02     1.37697e+03      -1.025268571e+02        -1.025250390e+02        1.69e+04 
   297     7.425e+01       -1.02271e+02     1.38238e+03      -1.025241983e+02        -1.025250358e+02        1.69e+04 
   298     7.450e+01       -1.02434e+02     1.39372e+03      -1.025262226e+02        -1.025250404e+02        1.70e+04 
   299     7.475e+01       -1.02295e+02     1.38401e+03      -1.025261733e+02        -1.025250447e+02        1.70e+04 
   300     7.500e+01       -1.02274e+02     1.38254e+03      -1.025287699e+02        -1.025250590e+02        1.71e+04 
   301     7.525e+01       -1.02273e+02     1.38249e+03      -1.025287098e+02        -1.025250729e+02        1.72e+04 
   302     7.550e+01       -1.02292e+02     1.38376e+03      -1.025301547e+02        -1.025250922e+02        1.72e+04 
   303     7.575e+01       -1.02255e+02     1.38113e+03      -1.025236720e+02        -1.025250868e+02        1.73e+04 
   304     7.600e+01       -1.02242e+02     1.38026e+03      -1.025276468e+02        -1.025250965e+02        1.73e+04 
   305     7.625e+01       -1.02287e+02     1.38336e+03      -1.025310778e+02        -1.025251189e+02        1.74e+04 
   306     7.650e+01       -1.03531e+02     1.47212e+03      -1.024109401e+02        -1.025246645e+02        1.75e+04 
   307     7.675e+01       -1.01919e+02     1.35887e+03      -1.025251028e+02        -1.025246661e+02        1.75e+04 
   308     7.700e+01       -1.02649e+02     1.40933e+03      -1.025004097e+02        -1.025245744e+02        1.76e+04 
   309     7.725e+01       -1.02238e+02     1.38077e+03      -1.025275313e+02        -1.025245853e+02        1.76e+04 
   310     7.750e+01       -1.02321e+02     1.38645e+03      -1.025276891e+02        -1.025245968e+02        1.77e+04 
   311     7.775e+01       -1.02311e+02     1.38564e+03      -1.025308730e+02        -1.025246198e+02        1.77e+04 
   312     7.800e+01       -1.02325e+02     1.38651e+03      -1.025354154e+02        -1.025246594e+02        1.78e+04 
   313     7.825e+01       -1.02280e+02     1.38327e+03      -1.025292631e+02        -1.025246762e+02        1.79e+04 
   314     7.850e+01       -1.02292e+02     1.38404e+03      -1.025314498e+02        -1.025247008e+02        1.79e+04 
   315     7.875e+01       -1.02299e+02     1.38446e+03      -1.025270992e+02        -1.025247095e+02        1.80e+04 
   316     7.900e+01       -1.02307e+02     1.38498e+03      -1.025375712e+02        -1.025247559e+02        1.80e+04 
   317     7.925e+01       -1.02302e+02     1.38454e+03      -1.025315364e+02        -1.025247803e+02        1.81e+04 
   318     7.950e+01       -1.02281e+02     1.38303e+03      -1.025292750e+02        -1.025247964e+02        1.81e+04 
   319     7.975e+01       -1.02281e+02     1.38299e+03      -1.025281185e+02        -1.025248082e+02        1.82e+04 
   320     8.000e+01       -1.02262e+02     1.38167e+03      -1.025298910e+02        -1.025248262e+02        1.83e+04 
   321     8.025e+01       -1.02315e+02     1.38533e+03      -1.025319116e+02        -1.025248514e+02        1.83e+04 
   322     8.050e+01       -1.02325e+02     1.38596e+03      -1.025289447e+02        -1.025248658e+02        1.84e+04 
   323     8.075e+01       -1.02929e+02     1.42842e+03      -1.024708161e+02        -1.025246696e+02        1.84e+04 
   324     8.100e+01       -1.02427e+02     1.39343e+03      -1.024864684e+02        -1.025245348e+02        1.85e+04 
   325     8.125e+01       -1.02304e+02     1.38513e+03      -1.025084686e+02        -1.025244787e+02        1.85e+04 
   326     8.150e+01       -1.02136e+02     1.37358e+03      -1.025160849e+02        -1.025244497e+02        1.86e+04 
   327     8.175e+01       -1.02287e+02     1.38404e+03      -1.025143188e+02        -1.025244145e+02        1.87e+04 
   328     8.200e+01       -1.02278e+02     1.38340e+03      -1.025171789e+02        -1.025243895e+02        1.87e+04 
   329     8.225e+01       -1.02715e+02     1.41399e+03      -1.025107503e+02        -1.025243415e+02        1.88e+04 
   330     8.250e+01       -1.02252e+02     1.38165e+03      -1.025183705e+02        -1.025243211e+02        1.88e+04 
   331     8.275e+01       -1.02299e+02     1.38489e+03      -1.025366734e+02        -1.025243633e+02        1.89e+04 
   332     8.300e+01       -1.02315e+02     1.38584e+03      -1.025243602e+02        -1.025243633e+02        1.90e+04 
   333     8.325e+01       -1.02266e+02     1.38244e+03      -1.025176140e+02        -1.025243404e+02        1.90e+04 
   334     8.350e+01       -1.02276e+02     1.38314e+03      -1.025248637e+02        -1.025243422e+02        1.91e+04 
   335     8.375e+01       -1.02321e+02     1.38621e+03      -1.025404190e+02        -1.025243965e+02        1.91e+04 
   336     8.400e+01       -1.02280e+02     1.38320e+03      -1.025333928e+02        -1.025244268e+02        1.92e+04 
   337     8.425e+01       -1.02239e+02     1.38026e+03      -1.025292333e+02        -1.025244428e+02        1.92e+04 
   338     8.450e+01       -1.02317e+02     1.38563e+03      -1.025159633e+02        -1.025244145e+02        1.93e+04 
   339     8.475e+01       -1.02281e+02     1.38318e+03      -1.025326377e+02        -1.025244418e+02        1.94e+04 
   340     8.500e+01       -1.02230e+02     1.37957e+03      -1.025175105e+02        -1.025244189e+02        1.94e+04 
   341     8.525e+01       -1.02254e+02     1.38128e+03      -1.025274518e+02        -1.025244289e+02        1.95e+04 
   342     8.550e+01       -1.02293e+02     1.38400e+03      -1.025214455e+02        -1.025244191e+02        1.95e+04 
   343     8.575e+01       -1.02348e+02     1.38779e+03      -1.025283718e+02        -1.025244321e+02        1.96e+04 
   344     8.600e+01       -1.02260e+02     1.38169e+03      -1.025165003e+02        -1.025244062e+02        1.97e+04 
   345     8.625e+01       -1.02326e+02     1.38625e+03      -1.025177348e+02        -1.025243844e+02        1.97e+04 
   346     8.650e+01       -1.02314e+02     1.38545e+03      -1.025356814e+02        -1.025244212e+02        1.98e+04 
   347     8.675e+01       -1.02332e+02     1.38661e+03      -1.025270292e+02        -1.025244296e+02        1.98e+04 
   348     8.700e+01       -1.02283e+02     1.38321e+03      -1.025290174e+02        -1.025244445e+02        1.99e+04 
   349     8.725e+01       -1.02344e+02     1.38741e+03      -1.025343088e+02        -1.025244763e+02        2.00e+04 
   350     8.750e+01       -1.02299e+02     1.38425e+03      -1.025225790e+02        -1.025244702e+02        2.00e+04 
   351     8.775e+01       -1.02268e+02     1.38209e+03      -1.025227144e+02        -1.025244646e+02        2.01e+04 
   352     8.800e+01       -1.02299e+02     1.38430e+03      -1.025236381e+02        -1.025244620e+02        2.01e+04 
   353     8.825e+01       -1.02333e+02     1.38666e+03      -1.025148201e+02        -1.025244312e+02        2.02e+04 
   354     8.850e+01       -1.02249e+02     1.38086e+03      -1.025190567e+02        -1.025244142e+02        2.02e+04 
   355     8.875e+01       -1.02663e+02     1.40982e+03      -1.025330642e+02        -1.025244421e+02        2.03e+04 
   356     8.900e+01       -1.02323e+02     1.38601e+03      -1.025333963e+02        -1.025244704e+02        2.04e+04 
   357     8.925e+01       -1.02292e+02     1.38378e+03      -1.025214998e+02        -1.025244610e+02        2.04e+04 
   358     8.950e+01       -1.02265e+02     1.38192e+03      -1.025252309e+02        -1.025244634e+02        2.05e+04 
   359     8.975e+01       -1.02322e+02     1.38589e+03      -1.025224189e+02        -1.025244570e+02        2.05e+04 
   360     9.000e+01       -1.02309e+02     1.38497e+03      -1.025262596e+02        -1.025244627e+02        2.06e+04 
   361     9.025e+01       -1.02307e+02     1.38481e+03      -1.025225137e+02        -1.025244566e+02        2.07e+04 
   362     9.050e+01       -1.02279e+02     1.38290e+03      -1.025231866e+02        -1.025244527e+02        2.07e+04 
   363     9.075e+01       -1.02394e+02     1.39088e+03      -1.025164901e+02        -1.025244280e+02        2.08e+04 
   364     9.100e+01       -1.02345e+02     1.38758e+03      -1.025152090e+02        -1.025243996e+02        2.08e+04 
   365     9.125e+01       -1.02380e+02     1.39003e+03      -1.025073457e+02        -1.025243471e+02        2.09e+04 
   366     9.150e+01       -1.02278e+02     1.38309e+03      -1.025210599e+02        -1.025243371e+02        2.10e+04 
   367     9.175e+01       -1.02298e+02     1.38446e+03      -1.025082390e+02        -1.025242880e+02        2.10e+04 
   368     9.200e+01       -1.02321e+02     1.38612e+03      -1.025178996e+02        -1.025242686e+02        2.11e+04 
   369     9.225e+01       -1.02376e+02     1.38995e+03      -1.025211923e+02        -1.025242593e+02        2.11e+04 
   370     9.250e+01       -1.02238e+02     1.38043e+03      -1.025251542e+02        -1.025242619e+02        2.12e+04 
   371     9.275e+01       -1.02305e+02     1.38500e+03      -1.025233135e+02        -1.025242591e+02        2.13e+04 
   372     9.300e+01       -1.02338e+02     1.38724e+03      -1.025198577e+02        -1.025242459e+02        2.13e+04 
   373     9.325e+01       -1.02313e+02     1.38553e+03      -1.025221359e+02        -1.025242395e+02        2.14e+04 
   374     9.350e+01       -1.02307e+02     1.38515e+03      -1.025162388e+02        -1.025242157e+02        2.14e+04 
   375     9.375e+01       -1.02300e+02     1.38466e+03      -1.025228094e+02        -1.025242115e+02        2.15e+04 
   376     9.400e+01       -1.02304e+02     1.38491e+03      -1.025274328e+02        -1.025242210e+02        2.16e+04 
   377     9.425e+01       -1.02212e+02     1.37851e+03      -1.025195189e+02        -1.025242072e+02        2.16e+04 
   378     9.450e+01       -1.02255e+02     1.38153e+03      -1.025240810e+02        -1.025242068e+02        2.17e+04 
   379     9.475e+01       -1.02372e+02     1.38959e+03      -1.025226246e+02        -1.025242022e+02        2.17e+04 
   380     9.500e+01       -1.02178e+02     1.37613e+03      -1.025295856e+02        -1.025242178e+02        2.18e+04 
   381     9.525e+01       -1.02193e+02     1.37711e+03      -1.025352560e+02        -1.025242499e+02        2.19e+04 
   382     9.550e+01       -1.02160e+02     1.37481e+03      -1.025229339e+02        -1.025242461e+02        2.19e+04 
   383     9.575e+01       -1.02271e+02     1.38242e+03      -1.025227566e+02        -1.025242418e+02        2.20e+04 
   384     9.600e+01       -1.02290e+02     1.38373e+03      -1.025454786e+02        -1.025243033e+02        2.20e+04 
   385     9.625e+01       -1.02333e+02     1.38656e+03      -1.025193413e+02        -1.025242889e+02        2.21e+04 
   386     9.650e+01       -1.02741e+02     1.41518e+03      -1.024890447e+02        -1.025241852e+02        2.22e+04 
   387     9.675e+01       -1.02212e+02     1.37852e+03      -1.025313083e+02        -1.025242055e+02        2.22e+04 
   388     9.700e+01       -1.02273e+02     1.38265e+03      -1.025274603e+02        -1.025242148e+02        2.23e+04 
   389     9.725e+01       -1.02560e+02     1.40262e+03      -1.025131410e+02        -1.025241828e+02        2.23e+04 
   390     9.750e+01       -1.02312e+02     1.38535e+03      -1.025231201e+02        -1.025241798e+02        2.24e+04 
   391     9.775e+01       -1.02568e+02     1.40323e+03      -1.025556726e+02        -1.025242704e+02        2.24e+04 
   392     9.800e+01       -1.02289e+02     1.38356e+03      -1.025355428e+02        -1.025243023e+02        2.25e+04 
   393     9.825e+01       -1.02361e+02     1.38846e+03      -1.025239951e+02        -1.025243014e+02        2.26e+04 
   394     9.850e+01       -1.02342e+02     1.38719e+03      -1.025231840e+02        -1.025242983e+02        2.26e+04 
   395     9.875e+01       -1.02258e+02     1.38137e+03      -1.025284856e+02        -1.025243100e+02        2.27e+04 
   396     9.900e+01       -1.02202e+02     1.37752e+03      -1.025217225e+02        -1.025243028e+02        2.27e+04 
   397     9.925e+01       -1.02269e+02     1.38211e+03      -1.025268278e+02        -1.025243098e+02        2.28e+04 
   398     9.950e+01       -1.02323e+02     1.38590e+03      -1.025305952e+02        -1.025243273e+02        2.29e+04 
