User:
anma2640
Hostname:
bhpc-c7-u7-15.rc.int.colorado.edu
CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                36
On-line CPU(s) list:   0-35
Thread(s) per core:    1
Core(s) per socket:    18
Socket(s):             2
NUMA node(s):          2
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 85
Model name:            Intel(R) Xeon(R) Gold 6150 CPU @ 2.70GHz
Stepping:              4
CPU MHz:               2700.000
Computation started at:
Sun Jan 23 20:27:14 MST 2022
git commit: 907a9246ad6cc900389a686f74cb0f6d9b5ba2c5, branch: dqmc, compiled at: Fri Jan 14 23:55:05 MST 2022

nproc used: 36 (NB: stochasticIter below is per proc)

**************************************************************
Input file  :
**************************************************************
{
    "system": {
        "integrals": "FCIDUMP_chol"
    },
    "wavefunction": {
        "right": "rhf",
        "left": "uhf",
        "lef": "multislater",
        "determinants": "dets_0.bin",
        "ndets": "50000"
    },
    "sampling": {
        "seed": "918",
        "phaseless": "true",
        "dt": "0.005000",
        "nsteps": "50",
        "nwalk": "50",
        "choleskyThreshold": "2.0e-3",
        "orthoSteps": "20",
        "stochasticIter": "500"
    }
}

Number of orbitals:  50, nalpha:  5, nbeta:  5
Initial state energy:  (-5.3147713,0)
Number of Cholesky vectors: 249
Using truncated Cholesky with 124 vectors for energy calculations
Initial state energy with truncated Cholesky:  (-5.3156867,0)

Using ROHF RDM for background subtraction

  block     propTime         eshift            weight             energy          cumulative_energy          walltime
   190     4.750e+01       -5.39940e+00     1.79296e+03      -5.478444568e+00        -5.477149842e+00        3.14e+02 
   191     4.775e+01       -5.39468e+00     1.79253e+03      -5.479673098e+00        -5.477166437e+00        3.15e+02 
   192     4.800e+01       -5.40957e+00     1.79385e+03      -5.477472163e+00        -5.477168437e+00        3.17e+02 
   193     4.825e+01       -5.40054e+00     1.79304e+03      -5.476856126e+00        -5.477166409e+00        3.19e+02 
   194     4.850e+01       -5.39586e+00     1.79263e+03      -5.472828257e+00        -5.477138427e+00        3.20e+02 
   195     4.875e+01       -5.39456e+00     1.79256e+03      -5.473512963e+00        -5.477115193e+00        3.22e+02 
   196     4.900e+01       -5.39789e+00     1.79289e+03      -5.475779553e+00        -5.477106687e+00        3.24e+02 
   197     4.925e+01       -5.39534e+00     1.79268e+03      -5.474999909e+00        -5.477093356e+00        3.25e+02 
   198     4.950e+01       -5.41738e+00     1.79467e+03      -5.478042525e+00        -5.477099331e+00        3.27e+02 
   199     4.975e+01       -5.40357e+00     1.79342e+03      -5.476329224e+00        -5.477094516e+00        3.29e+02 
   200     5.000e+01       -5.39410e+00     1.79257e+03      -5.476228263e+00        -5.477089137e+00        3.30e+02 
   201     5.025e+01       -5.40385e+00     1.79345e+03      -5.477498072e+00        -5.477091662e+00        3.32e+02 
   202     5.050e+01       -5.39114e+00     1.79231e+03      -5.477040946e+00        -5.477091351e+00        3.33e+02 
   203     5.075e+01       -5.39648e+00     1.79278e+03      -5.476214476e+00        -5.477086005e+00        3.35e+02 
   204     5.100e+01       -5.40113e+00     1.79321e+03      -5.476018038e+00        -5.477079532e+00        3.37e+02 
   205     5.125e+01       -5.40200e+00     1.79329e+03      -5.474460278e+00        -5.477063752e+00        3.38e+02 
   206     5.150e+01       -5.40799e+00     1.79385e+03      -5.474381670e+00        -5.477047684e+00        3.40e+02 
   207     5.175e+01       -5.40218e+00     1.79335e+03      -5.476893738e+00        -5.477046768e+00        3.42e+02 
   208     5.200e+01       -5.39171e+00     1.79240e+03      -5.477403452e+00        -5.477048877e+00        3.43e+02 
   209     5.225e+01       -5.40269e+00     1.79338e+03      -5.475022395e+00        -5.477036955e+00        3.45e+02 
   210     5.250e+01       -5.40297e+00     1.79341e+03      -5.476566002e+00        -5.477034200e+00        3.47e+02 
   211     5.275e+01       -5.39250e+00     1.79247e+03      -5.477698301e+00        -5.477038060e+00        3.48e+02 
   212     5.300e+01       -5.40050e+00     1.79318e+03      -5.475614355e+00        -5.477029830e+00        3.50e+02 
   213     5.325e+01       -5.40124e+00     1.79325e+03      -5.474071813e+00        -5.477012828e+00        3.52e+02 
   214     5.350e+01       -5.39358e+00     1.79259e+03      -5.474012862e+00        -5.476995690e+00        3.53e+02 
   215     5.375e+01       -5.40381e+00     1.79352e+03      -5.476638344e+00        -5.476993659e+00        3.55e+02 
   216     5.400e+01       -5.39904e+00     1.79309e+03      -5.476518207e+00        -5.476990973e+00        3.57e+02 
   217     5.425e+01       -5.40043e+00     1.79321e+03      -5.479632113e+00        -5.477005812e+00        3.58e+02 
   218     5.450e+01       -5.40202e+00     1.79332e+03      -5.476118957e+00        -5.477000857e+00        3.60e+02 
   219     5.475e+01       -5.41547e+00     1.79453e+03      -5.475314074e+00        -5.476991478e+00        3.61e+02 
   220     5.500e+01       -5.40163e+00     1.79329e+03      -5.474764131e+00        -5.476979171e+00        3.63e+02 
   221     5.525e+01       -5.39724e+00     1.79291e+03      -5.474405081e+00        -5.476965029e+00        3.65e+02 
   222     5.550e+01       -5.39874e+00     1.79306e+03      -5.475112836e+00        -5.476954907e+00        3.66e+02 
   223     5.575e+01       -5.40178e+00     1.79334e+03      -5.479602504e+00        -5.476969299e+00        3.68e+02 
   224     5.600e+01       -5.40066e+00     1.79321e+03      -5.480983835e+00        -5.476991001e+00        3.70e+02 
   225     5.625e+01       -5.40390e+00     1.79346e+03      -5.476670900e+00        -5.476989279e+00        3.71e+02 
   226     5.650e+01       -5.40081e+00     1.79318e+03      -5.476829680e+00        -5.476988426e+00        3.73e+02 
   227     5.675e+01       -5.39046e+00     1.79225e+03      -5.476285320e+00        -5.476984687e+00        3.74e+02 
   228     5.700e+01       -5.39558e+00     1.79272e+03      -5.475519688e+00        -5.476976938e+00        3.76e+02 
   229     5.725e+01       -5.39312e+00     1.79251e+03      -5.475354571e+00        -5.476968402e+00        3.78e+02 
   230     5.750e+01       -5.39924e+00     1.79307e+03      -5.474017827e+00        -5.476952954e+00        3.80e+02 
   231     5.775e+01       -5.40471e+00     1.79358e+03      -5.477266355e+00        -5.476954586e+00        3.81e+02 
   232     5.800e+01       -5.40102e+00     1.79324e+03      -5.478366440e+00        -5.476961902e+00        3.83e+02 
   233     5.825e+01       -5.40246e+00     1.79335e+03      -5.478688735e+00        -5.476970805e+00        3.85e+02 
   234     5.850e+01       -5.39772e+00     1.79290e+03      -5.481468817e+00        -5.476993869e+00        3.86e+02 
   235     5.875e+01       -5.39632e+00     1.79274e+03      -5.479127562e+00        -5.477004754e+00        3.88e+02 
   236     5.900e+01       -5.40057e+00     1.79310e+03      -5.477132344e+00        -5.477005401e+00        3.90e+02 
   237     5.925e+01       -5.39733e+00     1.79281e+03      -5.476889107e+00        -5.477004814e+00        3.91e+02 
   238     5.950e+01       -5.41100e+00     1.79404e+03      -5.475488681e+00        -5.476997191e+00        3.93e+02 
   239     5.975e+01       -5.39461e+00     1.79259e+03      -5.479805903e+00        -5.477011231e+00        3.94e+02 
   240     6.000e+01       -5.40051e+00     1.79309e+03      -5.476812650e+00        -5.477010243e+00        3.96e+02 
   241     6.025e+01       -5.40371e+00     1.79339e+03      -5.479779778e+00        -5.477023956e+00        3.98e+02 
   242     6.050e+01       -5.39955e+00     1.79299e+03      -5.480582231e+00        -5.477041484e+00        3.99e+02 
   243     6.075e+01       -5.40264e+00     1.79324e+03      -5.478577872e+00        -5.477049016e+00        4.01e+02 
   244     6.100e+01       -5.40329e+00     1.79329e+03      -5.473510632e+00        -5.477031753e+00        4.03e+02 
   245     6.125e+01       -5.40851e+00     1.79380e+03      -5.474085642e+00        -5.477017446e+00        4.04e+02 
   246     6.150e+01       -5.39852e+00     1.79294e+03      -5.473933362e+00        -5.477002548e+00        4.06e+02 
   247     6.175e+01       -5.39517e+00     1.79266e+03      -5.474716318e+00        -5.476991559e+00        4.08e+02 
   248     6.200e+01       -5.39232e+00     1.79243e+03      -5.476414942e+00        -5.476988801e+00        4.09e+02 
   249     6.225e+01       -5.40690e+00     1.79374e+03      -5.475075883e+00        -5.476979689e+00        4.11e+02 
   250     6.250e+01       -5.38441e+00     1.79173e+03      -5.471327865e+00        -5.476952923e+00        4.13e+02 
   251     6.275e+01       -5.38552e+00     1.79188e+03      -5.472759537e+00        -5.476933156e+00        4.14e+02 
   252     6.300e+01       -5.40074e+00     1.79327e+03      -5.474140067e+00        -5.476920041e+00        4.16e+02 
   253     6.325e+01       -5.39086e+00     1.79240e+03      -5.473716969e+00        -5.476905079e+00        4.17e+02 
   254     6.350e+01       -5.40513e+00     1.79370e+03      -5.472829181e+00        -5.476886115e+00        4.19e+02 
   255     6.375e+01       -5.38750e+00     1.79214e+03      -5.471933902e+00        -5.476863199e+00        4.21e+02 
   256     6.400e+01       -5.41076e+00     1.79425e+03      -5.476226565e+00        -5.476860264e+00        4.22e+02 
   257     6.425e+01       -5.40205e+00     1.79346e+03      -5.474372165e+00        -5.476848848e+00        4.24e+02 
   258     6.450e+01       -5.40409e+00     1.79364e+03      -5.477097143e+00        -5.476849982e+00        4.26e+02 
   259     6.475e+01       -5.41135e+00     1.79428e+03      -5.476167076e+00        -5.476846876e+00        4.27e+02 
   260     6.500e+01       -5.40881e+00     1.79404e+03      -5.479990688e+00        -5.476861109e+00        4.29e+02 
   261     6.525e+01       -5.39582e+00     1.79283e+03      -5.478149898e+00        -5.476866913e+00        4.30e+02 
   262     6.550e+01       -5.40156e+00     1.79332e+03      -5.480165307e+00        -5.476881706e+00        4.32e+02 
   263     6.575e+01       -5.40693e+00     1.79376e+03      -5.477908371e+00        -5.476886291e+00        4.34e+02 
   264     6.600e+01       -5.39068e+00     1.79229e+03      -5.476968022e+00        -5.476886655e+00        4.35e+02 
   265     6.625e+01       -5.41602e+00     1.79456e+03      -5.479263771e+00        -5.476897181e+00        4.37e+02 
   266     6.650e+01       -5.40454e+00     1.79351e+03      -5.477552554e+00        -5.476900069e+00        4.39e+02 
   267     6.675e+01       -5.41452e+00     1.79440e+03      -5.473656631e+00        -5.476885833e+00        4.41e+02 
   268     6.700e+01       -5.40393e+00     1.79347e+03      -5.477089286e+00        -5.476886722e+00        4.42e+02 
   269     6.725e+01       -5.40291e+00     1.79338e+03      -5.476866325e+00        -5.476886633e+00        4.44e+02 
   270     6.750e+01       -5.39882e+00     1.79301e+03      -5.475199176e+00        -5.476879329e+00        4.45e+02 
   271     6.775e+01       -5.39580e+00     1.79275e+03      -5.473613191e+00        -5.476865253e+00        4.47e+02 
   272     6.800e+01       -5.39719e+00     1.79290e+03      -5.474290467e+00        -5.476854204e+00        4.49e+02 
   273     6.825e+01       -5.39674e+00     1.79288e+03      -5.473319828e+00        -5.476839101e+00        4.51e+02 
   274     6.850e+01       -5.40906e+00     1.79401e+03      -5.474947510e+00        -5.476831048e+00        4.53e+02 
   275     6.875e+01       -5.39625e+00     1.79287e+03      -5.477041008e+00        -5.476831937e+00        4.55e+02 
   276     6.900e+01       -5.40131e+00     1.79331e+03      -5.476501702e+00        -5.476830544e+00        4.56e+02 
   277     6.925e+01       -5.38396e+00     1.79175e+03      -5.472792572e+00        -5.476813590e+00        4.58e+02 
   278     6.950e+01       -5.38431e+00     1.79181e+03      -5.474478107e+00        -5.476803825e+00        4.59e+02 
   279     6.975e+01       -5.39264e+00     1.79256e+03      -5.474464052e+00        -5.476794079e+00        4.61e+02 
   280     7.000e+01       -5.40650e+00     1.79381e+03      -5.478438143e+00        -5.476800904e+00        4.63e+02 
   281     7.025e+01       -5.39762e+00     1.79299e+03      -5.475458096e+00        -5.476795355e+00        4.64e+02 
   282     7.050e+01       -5.41009e+00     1.79411e+03      -5.478141497e+00        -5.476800898e+00        4.66e+02 
   283     7.075e+01       -5.39488e+00     1.79272e+03      -5.478305812e+00        -5.476807065e+00        4.68e+02 
   284     7.100e+01       -5.38996e+00     1.79226e+03      -5.478511481e+00        -5.476814018e+00        4.70e+02 
   285     7.125e+01       -5.40357e+00     1.79346e+03      -5.476092479e+00        -5.476811084e+00        4.71e+02 
   286     7.150e+01       -5.40061e+00     1.79320e+03      -5.472687315e+00        -5.476794388e+00        4.73e+02 
   287     7.175e+01       -5.40051e+00     1.79322e+03      -5.471801823e+00        -5.476774255e+00        4.74e+02 
   288     7.200e+01       -5.38991e+00     1.79231e+03      -5.475552759e+00        -5.476769352e+00        4.76e+02 
   289     7.225e+01       -5.39650e+00     1.79290e+03      -5.475781458e+00        -5.476765401e+00        4.78e+02 
   290     7.250e+01       -5.39719e+00     1.79296e+03      -5.473964134e+00        -5.476754241e+00        4.79e+02 
   291     7.275e+01       -5.40058e+00     1.79328e+03      -5.475378913e+00        -5.476748783e+00        4.81e+02 
   292     7.300e+01       -5.39658e+00     1.79292e+03      -5.472746194e+00        -5.476732964e+00        4.82e+02 
   293     7.325e+01       -5.40347e+00     1.79356e+03      -5.473486871e+00        -5.476720180e+00        4.84e+02 
   294     7.350e+01       -5.39430e+00     1.79275e+03      -5.474879033e+00        -5.476712962e+00        4.86e+02 
   295     7.375e+01       -5.40217e+00     1.79346e+03      -5.473819752e+00        -5.476701658e+00        4.87e+02 
   296     7.400e+01       -5.39630e+00     1.79294e+03      -5.477084028e+00        -5.476703145e+00        4.89e+02 
   297     7.425e+01       -5.39587e+00     1.79289e+03      -5.478277891e+00        -5.476709248e+00        4.91e+02 
   298     7.450e+01       -5.39368e+00     1.79266e+03      -5.478068186e+00        -5.476714494e+00        4.92e+02 
   299     7.475e+01       -5.39996e+00     1.79320e+03      -5.480130575e+00        -5.476727634e+00        4.94e+02 
   300     7.500e+01       -5.40639e+00     1.79374e+03      -5.476969397e+00        -5.476728560e+00        4.96e+02 
   301     7.525e+01       -5.40355e+00     1.79347e+03      -5.479160018e+00        -5.476737843e+00        4.97e+02 
   302     7.550e+01       -5.40225e+00     1.79333e+03      -5.476824938e+00        -5.476738174e+00        4.99e+02 
   303     7.575e+01       -5.40233e+00     1.79333e+03      -5.478167585e+00        -5.476743589e+00        5.01e+02 
   304     7.600e+01       -5.40465e+00     1.79353e+03      -5.474293009e+00        -5.476734339e+00        5.02e+02 
   305     7.625e+01       -5.39637e+00     1.79281e+03      -5.477174248e+00        -5.476735993e+00        5.04e+02 
   306     7.650e+01       -5.40466e+00     1.79354e+03      -5.477618927e+00        -5.476739300e+00        5.06e+02 
   307     7.675e+01       -5.40277e+00     1.79336e+03      -5.476233501e+00        -5.476737413e+00        5.07e+02 
   308     7.700e+01       -5.40218e+00     1.79332e+03      -5.476512286e+00        -5.476736576e+00        5.09e+02 
   309     7.725e+01       -5.40066e+00     1.79318e+03      -5.476614625e+00        -5.476736124e+00        5.10e+02 
   310     7.750e+01       -5.40472e+00     1.79354e+03      -5.475688746e+00        -5.476732258e+00        5.12e+02 
   311     7.775e+01       -5.39195e+00     1.79241e+03      -5.477097618e+00        -5.476733601e+00        5.14e+02 
   312     7.800e+01       -5.39167e+00     1.79238e+03      -5.475633563e+00        -5.476729573e+00        5.15e+02 
   313     7.825e+01       -5.40918e+00     1.79395e+03      -5.476453127e+00        -5.476728564e+00        5.17e+02 
   314     7.850e+01       -5.40985e+00     1.79401e+03      -5.476497165e+00        -5.476727722e+00        5.18e+02 
   315     7.875e+01       -5.39192e+00     1.79241e+03      -5.476230639e+00        -5.476725922e+00        5.20e+02 
   316     7.900e+01       -5.41126e+00     1.79414e+03      -5.475374047e+00        -5.476721038e+00        5.22e+02 
   317     7.925e+01       -5.39041e+00     1.79228e+03      -5.474509884e+00        -5.476713088e+00        5.23e+02 
   318     7.950e+01       -5.39793e+00     1.79297e+03      -5.476622483e+00        -5.476712763e+00        5.25e+02 
   319     7.975e+01       -5.38942e+00     1.79221e+03      -5.476475809e+00        -5.476711918e+00        5.27e+02 
   320     8.000e+01       -5.40181e+00     1.79332e+03      -5.477788529e+00        -5.476715749e+00        5.29e+02 
   321     8.025e+01       -5.39873e+00     1.79303e+03      -5.477674300e+00        -5.476719148e+00        5.30e+02 
   322     8.050e+01       -5.39983e+00     1.79311e+03      -5.475180296e+00        -5.476713711e+00        5.32e+02 
   323     8.075e+01       -5.40205e+00     1.79332e+03      -5.475577233e+00        -5.476709708e+00        5.33e+02 
   324     8.100e+01       -5.39396e+00     1.79260e+03      -5.476239834e+00        -5.476708060e+00        5.35e+02 
   325     8.125e+01       -5.39839e+00     1.79300e+03      -5.474952463e+00        -5.476701922e+00        5.37e+02 
   326     8.150e+01       -5.39546e+00     1.79275e+03      -5.476094624e+00        -5.476699806e+00        5.38e+02 
   327     8.175e+01       -5.40620e+00     1.79372e+03      -5.473455128e+00        -5.476688536e+00        5.40e+02 
   328     8.200e+01       -5.39545e+00     1.79278e+03      -5.472516250e+00        -5.476674102e+00        5.42e+02 
   329     8.225e+01       -5.41023e+00     1.79413e+03      -5.473108145e+00        -5.476661798e+00        5.43e+02 
   330     8.250e+01       -5.39512e+00     1.79280e+03      -5.473781475e+00        -5.476651902e+00        5.45e+02 
   331     8.275e+01       -5.39712e+00     1.79299e+03      -5.475090763e+00        -5.476646556e+00        5.46e+02 
   332     8.300e+01       -5.40494e+00     1.79369e+03      -5.477163098e+00        -5.476648319e+00        5.48e+02 
   333     8.325e+01       -5.39764e+00     1.79302e+03      -5.476451320e+00        -5.476647649e+00        5.50e+02 
   334     8.350e+01       -5.39490e+00     1.79276e+03      -5.475343140e+00        -5.476643228e+00        5.51e+02 
   335     8.375e+01       -5.39781e+00     1.79303e+03      -5.476570881e+00        -5.476642984e+00        5.53e+02 
   336     8.400e+01       -5.40288e+00     1.79347e+03      -5.476191938e+00        -5.476641465e+00        5.54e+02 
   337     8.425e+01       -5.40227e+00     1.79341e+03      -5.478004150e+00        -5.476646038e+00        5.56e+02 
   338     8.450e+01       -5.40189e+00     1.79335e+03      -5.478858186e+00        -5.476653438e+00        5.58e+02 
   339     8.475e+01       -5.40493e+00     1.79360e+03      -5.479985074e+00        -5.476664546e+00        5.60e+02 
   340     8.500e+01       -5.40217e+00     1.79332e+03      -5.477660047e+00        -5.476667854e+00        5.61e+02 
   341     8.525e+01       -5.40318e+00     1.79340e+03      -5.476334065e+00        -5.476666749e+00        5.63e+02 
   342     8.550e+01       -5.40634e+00     1.79369e+03      -5.475418245e+00        -5.476662627e+00        5.65e+02 
   343     8.575e+01       -5.39636e+00     1.79280e+03      -5.474086807e+00        -5.476654155e+00        5.66e+02 
   344     8.600e+01       -5.40071e+00     1.79321e+03      -5.472052324e+00        -5.476639066e+00        5.68e+02 
   345     8.625e+01       -5.37842e+00     1.79125e+03      -5.475731931e+00        -5.476636105e+00        5.69e+02 
   346     8.650e+01       -5.39248e+00     1.79251e+03      -5.475680679e+00        -5.476632994e+00        5.71e+02 
   347     8.675e+01       -5.39740e+00     1.79296e+03      -5.476824524e+00        -5.476633616e+00        5.73e+02 
   348     8.700e+01       -5.39967e+00     1.79315e+03      -5.477069638e+00        -5.476635027e+00        5.74e+02 
   349     8.725e+01       -5.39826e+00     1.79301e+03      -5.478523896e+00        -5.476641120e+00        5.76e+02 
   350     8.750e+01       -5.38760e+00     1.79204e+03      -5.480160288e+00        -5.476652429e+00        5.78e+02 
   351     8.775e+01       -5.38876e+00     1.79211e+03      -5.476772219e+00        -5.476652812e+00        5.79e+02 
   352     8.800e+01       -5.40185e+00     1.79328e+03      -5.475989605e+00        -5.476650693e+00        5.81e+02 
   353     8.825e+01       -5.40218e+00     1.79331e+03      -5.474251702e+00        -5.476643052e+00        5.82e+02 
   354     8.850e+01       -5.39728e+00     1.79290e+03      -5.475047108e+00        -5.476637986e+00        5.84e+02 
   355     8.875e+01       -5.40775e+00     1.79385e+03      -5.474421330e+00        -5.476630968e+00        5.86e+02 
   356     8.900e+01       -5.39650e+00     1.79285e+03      -5.474885512e+00        -5.476625463e+00        5.88e+02 
   357     8.925e+01       -5.39493e+00     1.79272e+03      -5.475679542e+00        -5.476622489e+00        5.89e+02 
   358     8.950e+01       -5.39725e+00     1.79293e+03      -5.479008293e+00        -5.476629967e+00        5.91e+02 
   359     8.975e+01       -5.39836e+00     1.79301e+03      -5.475591721e+00        -5.476626723e+00        5.93e+02 
   360     9.000e+01       -5.40384e+00     1.79350e+03      -5.473532555e+00        -5.476617082e+00        5.94e+02 
   361     9.025e+01       -5.39834e+00     1.79303e+03      -5.475027273e+00        -5.476612144e+00        5.96e+02 
   362     9.050e+01       -5.40257e+00     1.79342e+03      -5.475432461e+00        -5.476608492e+00        5.97e+02 
   363     9.075e+01       -5.39346e+00     1.79261e+03      -5.475041821e+00        -5.476603657e+00        5.99e+02 
   364     9.100e+01       -5.40518e+00     1.79366e+03      -5.474682826e+00        -5.476597745e+00        6.01e+02 
   365     9.125e+01       -5.39989e+00     1.79320e+03      -5.473162750e+00        -5.476587208e+00        6.02e+02 
   366     9.150e+01       -5.39698e+00     1.79296e+03      -5.475691213e+00        -5.476584468e+00        6.04e+02 
   367     9.175e+01       -5.39647e+00     1.79291e+03      -5.475242202e+00        -5.476580376e+00        6.05e+02 
   368     9.200e+01       -5.40922e+00     1.79406e+03      -5.476001788e+00        -5.476578617e+00        6.07e+02 
   369     9.225e+01       -5.39453e+00     1.79273e+03      -5.475301747e+00        -5.476574748e+00        6.09e+02 
   370     9.250e+01       -5.39845e+00     1.79309e+03      -5.474857448e+00        -5.476569560e+00        6.10e+02 
   371     9.275e+01       -5.41269e+00     1.79437e+03      -5.476098302e+00        -5.476568139e+00        6.12e+02 
   372     9.300e+01       -5.39032e+00     1.79236e+03      -5.474070234e+00        -5.476560641e+00        6.14e+02 
   373     9.325e+01       -5.39426e+00     1.79272e+03      -5.472620044e+00        -5.476548845e+00        6.15e+02 
   374     9.350e+01       -5.38797e+00     1.79218e+03      -5.471529416e+00        -5.476533870e+00        6.17e+02 
   375     9.375e+01       -5.38705e+00     1.79213e+03      -5.474116742e+00        -5.476526680e+00        6.19e+02 
   376     9.400e+01       -5.39558e+00     1.79290e+03      -5.475101964e+00        -5.476522452e+00        6.20e+02 
   377     9.425e+01       -5.40024e+00     1.79331e+03      -5.475737972e+00        -5.476520131e+00        6.22e+02 
   378     9.450e+01       -5.39289e+00     1.79265e+03      -5.478033631e+00        -5.476524595e+00        6.24e+02 
   379     9.475e+01       -5.39574e+00     1.79287e+03      -5.475700225e+00        -5.476522170e+00        6.25e+02 
   380     9.500e+01       -5.39037e+00     1.79238e+03      -5.474511245e+00        -5.476516276e+00        6.27e+02 
   381     9.525e+01       -5.39887e+00     1.79315e+03      -5.474940658e+00        -5.476511668e+00        6.29e+02 
   382     9.550e+01       -5.40215e+00     1.79345e+03      -5.474832369e+00        -5.476506771e+00        6.30e+02 
   383     9.575e+01       -5.40355e+00     1.79358e+03      -5.475032668e+00        -5.476502485e+00        6.32e+02 
   384     9.600e+01       -5.39728e+00     1.79301e+03      -5.474666284e+00        -5.476497163e+00        6.33e+02 
   385     9.625e+01       -5.40287e+00     1.79352e+03      -5.474125335e+00        -5.476490306e+00        6.35e+02 
   386     9.650e+01       -5.39646e+00     1.79295e+03      -5.472241707e+00        -5.476478063e+00        6.37e+02 
   387     9.675e+01       -5.39979e+00     1.79327e+03      -5.472860077e+00        -5.476467666e+00        6.38e+02 
   388     9.700e+01       -5.39552e+00     1.79291e+03      -5.473707500e+00        -5.476459758e+00        6.40e+02 
   389     9.725e+01       -5.39556e+00     1.79292e+03      -5.474540387e+00        -5.476454274e+00        6.42e+02 
   390     9.750e+01       -5.39238e+00     1.79263e+03      -5.474437624e+00        -5.476448530e+00        6.43e+02 
   391     9.775e+01       -5.40605e+00     1.79386e+03      -5.478204723e+00        -5.476453522e+00        6.45e+02 
   392     9.800e+01       -5.40078e+00     1.79335e+03      -5.477412375e+00        -5.476456238e+00        6.47e+02 
   393     9.825e+01       -5.40473e+00     1.79368e+03      -5.479304624e+00        -5.476464287e+00        6.48e+02 
   394     9.850e+01       -5.39641e+00     1.79290e+03      -5.478989693e+00        -5.476471400e+00        6.50e+02 
   395     9.875e+01       -5.40224e+00     1.79339e+03      -5.480693832e+00        -5.476483263e+00        6.52e+02 
   396     9.900e+01       -5.40108e+00     1.79324e+03      -5.477630403e+00        -5.476486477e+00        6.53e+02 
   397     9.925e+01       -5.40632e+00     1.79370e+03      -5.475495201e+00        -5.476483707e+00        6.55e+02 
   398     9.950e+01       -5.40315e+00     1.79342e+03      -5.476422044e+00        -5.476483535e+00        6.57e+02 
   399     9.975e+01       -5.39124e+00     1.79236e+03      -5.475990883e+00        -5.476482167e+00        6.58e+02 
   400     1.000e+02       -5.39611e+00     1.79280e+03      -5.475399819e+00        -5.476479169e+00        6.60e+02 
   401     1.002e+02       -5.39351e+00     1.79257e+03      -5.474409641e+00        -5.476473454e+00        6.61e+02 
   402     1.005e+02       -5.38788e+00     1.79208e+03      -5.474994574e+00        -5.476469382e+00        6.63e+02 
   403     1.008e+02       -5.40722e+00     1.79382e+03      -5.475982025e+00        -5.476468043e+00        6.65e+02 
   404     1.010e+02       -5.40376e+00     1.79351e+03      -5.476902079e+00        -5.476469232e+00        6.66e+02 
   405     1.012e+02       -5.40145e+00     1.79330e+03      -5.478417126e+00        -5.476474555e+00        6.68e+02 
   406     1.015e+02       -5.40705e+00     1.79378e+03      -5.476825345e+00        -5.476475511e+00        6.70e+02 
   407     1.018e+02       -5.40559e+00     1.79364e+03      -5.477164372e+00        -5.476477384e+00        6.71e+02 
   408     1.020e+02       -5.40200e+00     1.79332e+03      -5.476656751e+00        -5.476477870e+00        6.73e+02 
   409     1.022e+02       -5.40023e+00     1.79315e+03      -5.474150151e+00        -5.476471579e+00        6.74e+02 
   410     1.025e+02       -5.40808e+00     1.79388e+03      -5.476300669e+00        -5.476471118e+00        6.76e+02 
   411     1.028e+02       -5.40153e+00     1.79329e+03      -5.477665262e+00        -5.476474328e+00        6.78e+02 
   412     1.030e+02       -5.39113e+00     1.79235e+03      -5.474824328e+00        -5.476469906e+00        6.80e+02 
   413     1.032e+02       -5.40157e+00     1.79329e+03      -5.475696764e+00        -5.476467839e+00        6.81e+02 
   414     1.035e+02       -5.40219e+00     1.79335e+03      -5.479813450e+00        -5.476476762e+00        6.83e+02 
   415     1.038e+02       -5.40470e+00     1.79355e+03      -5.479662104e+00        -5.476485236e+00        6.85e+02 
   416     1.040e+02       -5.40830e+00     1.79384e+03      -5.477666827e+00        -5.476488371e+00        6.86e+02 
   417     1.042e+02       -5.39908e+00     1.79301e+03      -5.476640002e+00        -5.476488772e+00        6.88e+02 
   418     1.045e+02       -5.39227e+00     1.79240e+03      -5.476495515e+00        -5.476488790e+00        6.89e+02 
   419     1.048e+02       -5.39991e+00     1.79309e+03      -5.473047352e+00        -5.476479734e+00        6.91e+02 
   420     1.050e+02       -5.39576e+00     1.79275e+03      -5.475484004e+00        -5.476477121e+00        6.93e+02 
   421     1.052e+02       -5.39659e+00     1.79283e+03      -5.473688616e+00        -5.476469822e+00        6.94e+02 
   422     1.055e+02       -5.39115e+00     1.79237e+03      -5.475946094e+00        -5.476468455e+00        6.96e+02 
   423     1.058e+02       -5.40866e+00     1.79394e+03      -5.474242513e+00        -5.476462656e+00        6.97e+02 
   424     1.060e+02       -5.39482e+00     1.79272e+03      -5.474211490e+00        -5.476456810e+00        6.99e+02 
   425     1.062e+02       -5.40241e+00     1.79341e+03      -5.479675952e+00        -5.476465151e+00        7.01e+02 
   426     1.065e+02       -5.40829e+00     1.79391e+03      -5.477985285e+00        -5.476469081e+00        7.02e+02 
   427     1.068e+02       -5.40602e+00     1.79368e+03      -5.475884472e+00        -5.476467573e+00        7.04e+02 
   428     1.070e+02       -5.38847e+00     1.79212e+03      -5.476362442e+00        -5.476467303e+00        7.06e+02 
   429     1.072e+02       -5.39987e+00     1.79314e+03      -5.474334420e+00        -5.476461834e+00        7.07e+02 
